"";"idPartida";"id";"jogador";"equipe";"tipo";"tempo";"quarto";"placar";"posX";"posY";"msg";"X"
"NA.39921";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39922";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39923";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39924";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39925";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39926";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39927";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39928";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39929";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39930";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39931";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39932";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39933";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39934";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39935";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39936";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39937";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39938";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39939";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39940";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39941";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39942";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39943";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39944";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39945";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39946";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39947";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39948";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39949";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39950";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39951";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39952";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39953";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39954";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39955";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39956";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39957";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39958";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39959";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39960";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39961";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39962";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39963";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39964";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39965";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39966";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39967";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39968";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39969";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39970";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39971";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39972";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39973";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39974";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39975";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39976";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39977";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39978";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39979";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39980";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39981";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39982";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39983";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39984";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39985";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39986";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39987";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39988";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39989";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39990";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39991";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39992";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39993";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39994";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39995";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39996";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39997";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39998";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39999";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40000";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40001";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40002";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40003";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40004";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40005";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40006";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40007";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40008";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40009";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40010";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40011";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40012";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40013";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40014";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40016";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40017";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40018";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40019";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40020";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40021";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40022";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40023";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40024";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40025";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40026";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40027";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40028";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40029";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40030";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40031";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40032";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40033";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40034";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40035";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40036";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40037";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40038";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40039";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40040";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40041";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40042";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40043";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40044";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40045";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40046";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40047";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40048";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40049";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40050";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40051";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40052";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40053";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40054";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40055";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40056";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40057";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40058";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40059";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40060";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40061";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40062";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40063";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40064";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40065";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40066";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40067";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40068";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40069";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40070";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40071";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40072";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40073";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40074";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40075";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40076";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40077";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40078";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40079";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40080";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40081";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40082";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40083";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40084";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40085";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40086";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40087";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40088";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40089";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40090";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40091";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40092";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40093";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40094";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40095";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40096";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40097";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40098";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40099";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40100";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40101";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40102";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40103";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40104";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40105";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40106";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40107";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40108";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40109";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40110";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40111";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40112";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40113";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40114";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40115";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40116";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40117";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40118";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40119";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40120";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40121";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40122";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40123";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40124";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40125";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40126";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40127";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40128";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40129";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40130";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40131";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40132";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40133";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40134";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40135";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40136";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40137";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40138";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40139";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40140";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40141";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40142";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40143";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40144";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40145";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40146";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40147";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40148";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40149";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40150";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40151";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40152";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40153";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40154";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40155";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40156";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40157";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40158";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40159";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40160";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40161";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40162";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40163";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40164";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40165";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40166";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40167";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40168";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40169";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40170";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40171";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40172";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40173";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40174";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40175";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40176";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40177";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40178";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40179";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40180";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40181";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40182";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40183";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40184";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40185";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40186";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40187";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40188";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40189";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40190";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40191";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40192";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40193";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40194";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40195";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40196";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40197";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40198";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40199";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40200";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40201";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40202";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40203";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40204";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40205";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40206";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40207";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40208";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40209";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40210";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40211";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40212";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40213";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40214";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40215";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40216";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40217";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40218";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40219";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40220";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40221";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40222";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40223";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40224";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40225";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40226";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40227";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40228";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40229";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40230";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40231";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40232";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40233";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40234";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40235";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40236";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40237";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40238";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40239";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40240";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40241";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40242";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40243";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40244";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
